"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS003632";"nonylphenol diethoxylate";"12/14/2017 18:39:55";"NPE2";"One of a number of metabolites issued of the degradation of alkylphenol ethoxylates (APE) which are widely used surfactants in domestic and industrial detergents, emulsifiers, wetting or defoaming agents."
"CS003633";"crocoxanthin";"1/15/2018 15:04:22";"Croco";"A carotenoid pigment with chemical formula C40H54O found in Crytomonads."
"CS003635";"1-bromo-2-phenoxybenzene";"2/3/2018 16:01:14";"BDE1";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003636";"1-bromo-3-phenoxybenzene";"2/3/2018 16:01:14";"BDE2";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003637";"1-bromo-4-phenoxybenzene";"2/3/2018 16:01:14";"BDE3";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003638";"2,4-dibromo-1-phenoxybenzene";"2/3/2018 16:01:14";"BDE7";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003639";"1,3-dibromo-2-phenoxybenzene";"2/3/2018 16:01:14";"BDE10";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003640";"1-bromo-3-(4-bromophenoxy)benzene";"2/3/2018 16:01:14";"BDE13";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003641";"1-bromo-4-(4-bromophenoxy)benzene";"2/3/2018 16:01:14";"BDE15";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003642";"2,4-dibromo-1-(3-bromophenoxy)benzene";"2/3/2018 16:01:14";"BDE25";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003643";"1,2,3,4,5-pentabromo-6-phenoxybenzene";"2/3/2018 16:01:14";"BDE116";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003644";"1,2,3-tribromo-5-(3,4-dibromophenoxy)benzene";"2/3/2018 16:01:14";"BDE126";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003645";"2,2',3,4,4',6'-hexabromodiphenyl ether";"2/3/2018 16:01:14";"BDE140";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003646";"2,2',4,4',6,6'-hexabromodiphenyl ether";"2/3/2018 16:01:14";"BDE155";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003647";"2,3,3',4,4',5-hexabromodiphenyl ether";"2/3/2018 16:01:14";"BDE156";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003648";"2,2',3,4,4',5,6-heptabromodiphenyl ether";"2/3/2018 16:01:14";"BDE181";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003649";"2,2',3,4,4',6,6'-heptabromodiphenyl ether";"2/3/2018 16:01:14";"BDE184";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003650";"2,3,3',4,4',5',6-heptabromodiphenyl ether";"2/3/2018 16:01:14";"BDE191";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003651";"2,2',3,3',4,4',5,6'-octabromodiphenyl ether";"2/3/2018 16:01:14";"BDE196";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003652";"2,2',3,3',4,4',6,6'-octabromodiphenyl ether";"2/6/2019 16:31:56";"BDE197";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003653";"2,2',3,4,4',5,5',6-octabromodiphenyl ether";"2/3/2018 16:01:14";"BDE203";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003654";"2,2',3,3',4,4',5,5',6-nonabromodiphenyl ether";"2/6/2019 16:31:56";"BDE206";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003655";"2,2',3,3',4,4',5,6,6'-nonabromodiphenyl ether";"2/3/2018 16:01:14";"BDE207";"One of 209 congeners of polybrominated diphenyl ether (PBDE)."
"CS003656";"heptabromodiphenyl ether";"4/2/2019 00:43:09";"heptaBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDEs)."
"CS003657";"hexabromodiphenyl ether";"4/2/2019 00:43:09";"hexaBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDEs)."
"CS003658";"nonabromodiphenyl ether";"4/2/2019 00:43:09";"nonaBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDEs)."
"CS003659";"octabromodiphenyl ether";"4/2/2019 00:41:43";"octaBDE";"A mixture of congeners of polybrominated diphenyl ether (PBDE) compounds."
"CS003660";"chlorophyll-c2 monogalactosyldiacylglyceride ester (C. polylepis type)";"2/27/2018 16:18:59";"Chl-c2-MGDG (14:0/14:0)";"An esterified chlorophyll-c2 pigment identified using chemotaxonomic techniques as being of the type found in the haptophyte Chrysochromulina polylepis."
"CS003661";"chlorophyll-c2-like pigment";"2/27/2018 16:18:59";"Chl-c2-like";"An uncharacterized type of chlorophyll-c2 pigment."
"CS003662";"chlorophyll-c2 monogalactosyldiacylglyceride ester (E. huxleyi type)";"2/27/2018 16:18:59";"Chl-c2-MGDG (18:4/14:0)";"An esterified chlorophyll-c2 pigment identified using chemotaxonomic techniques as being of the type found in the haptophyte Emiliania huxleyi."
"CS003663";"chlorophyll-c2 monogalactosyldiacylglyceride ester (unidentified haptophyte)";"2/27/2018 16:55:58";"Chl-c2-MGDG unknown";"An esterified chlorophyll-c2 pigment beloging to an as yet unidentified haptophyte."
"CS003664";"total polycyclic aromatic hydrocarbons";"3/18/2018 13:12:23";"total_PAHs";"A mixture of all polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS003665";"bioavailable adenosine triphosphate";"4/18/2018 17:18:31";"bioavailable_ATP";"Adenosine triphosphate (ATP) that is freely available for uptake by a biological organism."
"CS003666";"bioavailable leucine";"4/18/2018 17:18:31";"bioavailable_Leu";"Leucine amino-acid that is freely available for uptake by a biological organism."
"CS003667";"bioavailable methionine";"4/18/2018 17:18:31";"bioavailable_Met";"Methionine amino-acid that is freely available for uptake by a biological organism."
"CS003668";"silicon-30";"4/19/2018 10:33:04";"30Si";"An isotope of the chemical element silicon."
"CS003669";"silicon-30 in silicate";"4/19/2018 10:33:04";"30Si_in_SiO44-";"An isotope of the chemical element silicon in silicate molecule."
"CS003670";"nitrogen-15 in total nitrogen";"4/19/2018 10:33:04";"15N_in_total_N";"An isotope of the chemical element nitrogen in total nitrogen."
"CS003671";"silicon-30 in biogenic silica";"4/19/2018 10:33:04";"30Si_in_BSi";"An isotope of the chemical element silicon in biogenic silica."
"CS003672";"total iron-57";"4/19/2018 11:10:02";"total_57Fe";"Atomic iron-57 isotope that is incorporated into any compound, including cations. Includes all oxidation states."
"CS003673";"total iron-56";"4/19/2018 11:10:02";"total_56Fe";"Atomic iron-56 isotope that is incorporated into any compound, including cations. Includes all oxidation states."
"CS003674";"nonylphenol";"5/2/2018 01:42:42";"nonylphenols NP";"A generic term for all forms of nonylphenol, an alkylphenol that comes in a variety of structures; an organic pollutant."
"CS003676";"chromium-53";"5/17/2018 12:15:05";"53Cr";"An isotope of chemical element chromium."
"CS003677";"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin";"12/17/2018 16:03:50";"octaCDD";"A dioxin."
"CS003678";"1,2,3,4,6,7,8-heptachlorodibenzofuran";"12/18/2018 15:25:03";"1,2,3,4,6,7,8-heptaCDF";"A dioxin."
"CS003679";"1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin";"12/17/2018 16:04:09";"1,2,3,4,6,7,8-heptaCDD";"A dioxin."
"CS003680";"1,2,3,4,7,8,9-heptachlorodibenzofuran";"12/17/2018 16:04:30";"1,2,3,4,7,8,9-heptaCDF";"A dioxin."
"CS003681";"1,2,3,4,7,8-hexachlorodibenzofuran";"12/17/2018 16:36:36";"1,2,3,4,7,8-hexaCDF";"A dioxin."
"CS003682";"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin";"12/17/2018 16:05:21";"1,2,3,4,7,8-hexaCDD";"A dioxin."
"CS003683";"1,2,3,6,7,8-hexachlorodibenzofuran";"12/17/2018 16:38:59";"1,2,3,6,7,8-hexaCDF";"A dioxin."
"CS003684";"1,2,3,6,7,8-hexachlorodibenzo-p-dioxin";"12/17/2018 16:38:18";"1,2,3,6,7,8-hexaCDD";"A dioxin."
"CS003685";"1,2,3,7,8,9-hexachlorodibenzofuran";"12/17/2018 16:09:55";"1,2,3,7,8,9-hexaCDF";"A dioxin."
"CS003686";"1,2,3,7,8,9-hexachlorodibenzo-p-dioxin";"12/17/2018 16:10:15";"1,2,3,7,8,9-hexaCDD";"A dioxin."
"CS003687";"1,2,3,7,8-pentachlorodibenzofuran";"12/17/2018 16:17:06";"1,2,3,7,8-pentaCDF";"A dioxin."
"CS003688";"1,2,3,7,8-pentachlorodibenzo-p-dioxin";"12/17/2018 16:10:34";"1,2,3,7,8-pentaCDD";"A dioxin."
"CS003689";"2,3,4,6,7,8-hexachlorodibenzofuran";"12/17/2018 16:10:56";"2,3,4,6,7,8-hexaCDF";"A dioxin."
"CS003690";"2,3,4,7,8-pentachlorodibenzofuran";"12/17/2018 16:17:33";"2,3,4,7,8-pentaCDF";"A dioxin."
"CS003691";"2,3,7,8-tetrachlorodibenzo-p-dioxin";"12/17/2018 16:47:36";"2,3,7,8-tetraCDD";"A dioxin."
"CS003692";"2,3,7,8-tetrachloro-dibenzofuran";"12/17/2018 16:46:12";"2,3,7,8-tetraCDF";"A dioxin."
"CS003693";"octachloro-dibenzofuran (group)";"5/24/2018 19:25:54";"";"A dioxin."
"CS003694";"pentabromodiphenyl ether";"4/2/2019 00:43:09";"pentaBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDE)."
"CS003695";"tetrabromodiphenyl ether";"4/2/2019 00:43:09";"tetraBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDE)."
"CS003696";"tribromodiphenyl ether";"4/2/2019 00:43:09";"triBDE";"A mixture of congeners of polybrominated diphenyl ethers (PBDE)."
"CS003697";"DDT (p,p') + DDE (p,p')";"5/24/2018 19:25:54";"";"A mixture of organochlorine compounds that are persistent organic pollutants."
"CS003698";"1,2,3,4,7,8-hexachloro-dibenzofuran + 1,2,3,4,7,9-hexachloro-dibenzofuran";"5/24/2018 19:25:54";"";"A mixture of two dioxin congeners."
"CS003699";"benzo[ghi]fluoranthene";"5/24/2018 19:25:54";"";"A polycyclic aromatic hydrocarbon."
"CS003700";"coronene";"5/24/2018 19:25:54";"";"A polycyclic aromatic hydrocarbon."
"CS003701";"anthanthrene";"5/24/2018 19:25:54";"";"A polycyclic aromatic hydrocarbon."
"CS003702";"parlar 41 (2-exo,3-endo,5-exo,8,9,9,10,10 octachlorobornane)";"5/24/2018 19:25:54";"";"A toxaphene congener."
"CS003703";"parlar 40 (2-endo,3-exo,5-endo,6-exo,8,9,10,10 octachlorobornane)";"5/24/2018 19:25:54";"";"A toxaphene congener."
"CS003704";"parlar 44 (2-exo,5,5,8,9,9,10,10 octachlorobornane)";"5/24/2018 19:25:54";"";"A toxaphene congener."
"CS003705";"mirex";"5/24/2018 19:25:54";"";"An organochlorine."
"CS003706";"perfluorooctylsulfonate acid amide";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003707";"perfluorodecanesulfonic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003708";"perfluorodecanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003709";"perfluorododecanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003710";"perfluoroheptanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003711";"perfluorohexanesulfonic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003712";"perfluorohexanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003713";"perfluorononanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003714";"Perfluorooctanoic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003715";"perfluorooctanyl sulphonic acid";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003716";"potassium perfluorobutanesulfonate";"5/24/2018 19:25:54";"";"An organofluorine."
"CS003717";"1,1'-biphenyl, 3,4,4'-trichloro-";"5/24/2018 19:25:54";"PCB37";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003718";"2,2',3,3',4,4',5,5',6,6'-decachlorobiphenyl";"5/24/2018 19:25:54";"PCB209";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003719";"2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl";"5/24/2018 19:25:54";"PCB208";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003720";"2,2',3,3',4,5-hexachlorobiphenyl";"5/24/2018 19:25:54";"PCB129";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003721";"2,2',3,4,5,5',6-heptachlorobiphenyl";"5/24/2018 19:25:54";"PCB185";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003722";"2,2',4,6'-tetrachlorobiphenyl";"5/24/2018 19:25:54";"PCB51";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003723";"2,3,3',4,4',5',6-heptachlorobiphenyl";"5/24/2018 19:25:54";"PCB191";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003724";"2,3,3',4',5,5',6-heptachlorobiphenyl";"5/24/2018 19:25:54";"PCB193";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003725";"2,3,4,5-tetrachlorobiphenyl";"5/24/2018 19:25:54";"PCB61";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003726";"2',3,4-trichlorobiphenyl";"5/24/2018 19:25:54";"PCB33";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003727";"3,3',4,4',5,5'-hexachlorobiphenyl";"5/24/2018 19:25:54";"PCB169";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003728";"3,3',4,4',5-pentachlorobiphenyl";"5/24/2018 19:25:54";"PCB126";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003729";"3,4,4',5-tetrachlorobiphenyl";"5/24/2018 19:25:54";"PCB81";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003730";"2,2',3',4'-tetrachlorobiphenyl";"5/24/2018 19:25:54";"PCB41";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003731";"actinium-227";"6/13/2018 09:07:15";"227Ac";"An isotope of the chemical element actinium."
"CS003732";"chloroalkanes C10-13";"10/23/2018 11:20:32";"";"Short-chain chlorinated paraffins (SCCP) with molecular formula of the form CxH(2x-y+2)Cly, where x = 10-13 and y = 1-13."
"CS003733";"3,3',4-trichlorobiphenyl";"12/7/2018 18:06:31";"PCB35";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003734";"2,2-dichloropropanoic acid";"12/17/2018 17:57:01";"dalapon";"Unavailable"
"CS003735";"bromochloroacetic acid";"12/17/2018 17:57:01";"";"Unavailable"
"CS003736";"bromodichloroacetic acid";"12/17/2018 17:57:01";"";"Unavailable"
"CS003737";"chlorodibromoacetic acid";"12/17/2018 17:57:01";"";"Unavailable"
"CS003738";"dibromoacetic acid";"12/17/2018 17:57:01";"";"Unavailable"
"CS003739";"dibromoacetonitrile";"12/17/2018 17:57:01";"";"Unavailable"
"CS003740";"dichloroacetic acid";"12/18/2018 15:49:31";"DCA";"An organochlorine compound."
"CS003741";"dichloroacetonitrile";"12/17/2018 17:57:01";"";"Unavailable"
"CS003742";"hydrocarbons C13-40";"12/17/2018 17:57:01";"heavy hydrocarbons";"Unavailable"
"CS003743";"hydrocarbons C6-12";"12/17/2018 17:57:01";"light hydrocarbons";"Unavailable"
"CS003744";"bromoacetic acid";"12/18/2018 15:57:18";"C2H3BrO2";"An organochlorine compound."
"CS003745";"chloroacetic acid";"12/18/2018 15:49:08";"MCA";"An organochlorine compound."
"CS003746";"1,2,3,4,6,7,8,9-octachlorodibenzofuran";"12/17/2018 17:57:01";"octaCDF";"Unavailable"
"CS003747";"tribromoacetic acid";"12/17/2018 17:57:01";"";"Unavailable"
"CS003748";"trichloroacetic acid";"12/18/2018 15:50:19";"TCA";"An organochlorine compound."
"CS003749";"trichloroacetonitrile";"12/17/2018 17:57:01";"";"Unavailable"
"CS003750";"2,3,3',5,6-pentachlorobiphenyl";"2/26/2019 11:19:22";"PCB112";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
