speciesname_original;modified;speciesname_corrected;identificationQualifier;author;AphiaID;Match type;LSID;TSN;ScientificName;Authority;Qualitystatus;Taxon status;AphiaID_accepted;ScientificName_accepted;Authority_accepted;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;isMarine;isBrackish;isFresh;isTerrestrial;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation
Mesoporos perforatus;exact;Mesoporos perforatus;;;232516;exact;urn:lsid:marinespecies.org:taxname:232516;9920;Mesoporos perforatus;(Gran) Lillick, 1937;Checked by Taxonomic Editor;accepted;232516;Mesoporos perforatus;(Gran) Lillick, 1937;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Mesoporos;;perforatus;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mesoporos perforatus (Gran) Lillick, 1937. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232516 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Meuniera membranacea;exact;Meuniera membranacea;;;149145;exact;urn:lsid:marinespecies.org:taxname:149145;615896;Meuniera membranacea;(Cleve) P.C.Silva, 1996;Edited by Database Management Team;alternate representation;149232;Navicula membranacea;Cleve, 1897;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Meuniera;;membranacea;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Meuniera membranacea (Cleve) P.C.Silva, 1996. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149145 on 2020-06-10;;
Micracanthodinium;exact;Micracanthodinium;;;109510;exact;urn:lsid:marinespecies.org:taxname:109510;10485;Micracanthodinium;Deflandre, 1937;Checked by Taxonomic Editor;accepted;109510;Micracanthodinium;Deflandre, 1937;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Cladopyxidaceae;Micracanthodinium;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micracanthodinium Deflandre, 1937. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109510 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Micractinium;exact;Micractinium;;;163478;exact;urn:lsid:marinespecies.org:taxname:163478;6321;Micractinium;Fresenius, 1858;Checked by Taxonomic Editor;accepted;163478;Micractinium;Fresenius, 1858;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;;;;;;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micractinium Fresenius, 1858. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=163478 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Micractinium pusillum;exact;Micractinium pusillum;;;163479;exact;urn:lsid:marinespecies.org:taxname:163479;6322;Micractinium pusillum;Fresenius, 1858;Checked by Taxonomic Editor;accepted;163479;Micractinium pusillum;Fresenius, 1858;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;;pusillum;;0;0;1;0;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micractinium pusillum Fresenius, 1858. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=163479 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Micromonas pusilla;exact;Micromonas pusilla;;;134564;exact;urn:lsid:marinespecies.org:taxname:134564;9520;Micromonas pusilla;(Butcher) I.Manton & M.Parke, 1960;Checked by Taxonomic Editor;accepted;134564;Micromonas pusilla;(Butcher) I.Manton & M.Parke, 1960;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;;pusilla;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micromonas pusilla (Butcher) I.Manton & M.Parke, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=134564 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Minutocellus polymorphus;exact;Minutocellus polymorphus;;;464449;exact;urn:lsid:marinespecies.org:taxname:464449;573689;Minutocellus polymorphus;(Hargraves & Guillard) Hasle, Stosch & Syvertsen, 1983;Edited by Database Management Team;alternate representation;464448;Bellerochea polymorpha;Hargraves & Guillard, 1974;Chromista;Ochrophyta;Bacillariophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;;polymorphus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Minutocellus polymorphus (Hargraves & Guillard) Hasle, Stosch & Syvertsen, 1983. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=464449 on 2020-06-10;;
Minutocellus scriptus;exact;Minutocellus scriptus;;;573486;exact;urn:lsid:marinespecies.org:taxname:573486;;Minutocellus scriptus;Hasle, von Stosch & Syvertsen, 1983;Edited by Database Management Team;uncertain;573486;Minutocellus scriptus;Hasle, von Stosch & Syvertsen, 1983;Chromista;Ochrophyta;Bacillariophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;;scriptus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Minutocellus scriptus Hasle, von Stosch & Syvertsen, 1983. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=573486 on 2020-06-10;;
Monomorphina;exact;Monomorphina;;;447753;exact;urn:lsid:marinespecies.org:taxname:447753;;Monomorphina;Mereschkowsky, 1877;Checked by Taxonomic Editor;accepted;447753;Monomorphina;Mereschkowsky, 1877;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Monomorphina;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monomorphina Mereschkowsky, 1877. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=447753 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Monoraphidium;exact;Monoraphidium;;;160590;exact;urn:lsid:marinespecies.org:taxname:160590;5990;Monoraphidium;Komárková-Legnerová, 1969;Checked by Taxonomic Editor;accepted;160590;Monoraphidium;Komárková-Legnerová, 1969;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium Komárková-Legnerová, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160590 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Monoraphidium arcuatum;exact;Monoraphidium arcuatum;;;558764;exact;urn:lsid:marinespecies.org:taxname:558764;;Monoraphidium arcuatum;(Korshikov) Hindák, 1970;Checked by Taxonomic Editor;unaccepted;575733;Ankistrodesmus arcuatus;Korshikov, 1953;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;arcuatum;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium arcuatum (Korshikov) Hindák, 1970. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=558764 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Monoraphidium circinale;exact;Monoraphidium circinale;;;578241;exact;urn:lsid:marinespecies.org:taxname:578241;;Monoraphidium circinale;(Nygaard) Nygaard, 1979;Checked by Taxonomic Editor;accepted;578241;Monoraphidium circinale;(Nygaard) Nygaard, 1979;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;circinale;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium circinale (Nygaard) Nygaard, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=578241 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Monoraphidium contortum;exact;Monoraphidium contortum;;;160591;exact;urn:lsid:marinespecies.org:taxname:160591;5991;Monoraphidium contortum;(Thuret) Komárková-Legnerová, 1969;Checked by Taxonomic Editor;accepted;160591;Monoraphidium contortum;(Thuret) Komárková-Legnerová, 1969;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;contortum;;0;0;1;0;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium contortum (Thuret) Komárková-Legnerová, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160591 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Monoraphidium tortile;exact;Monoraphidium tortile;;;576275;exact;urn:lsid:marinespecies.org:taxname:576275;;Monoraphidium tortile;(West & G.S.West) Komárková-Legnerová, 1969;Checked by Taxonomic Editor;accepted;576275;Monoraphidium tortile;(West & G.S.West) Komárková-Legnerová, 1969;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;tortile;;0;0;1;0;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium tortile (West & G.S.West) Komárková-Legnerová, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=576275 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Mougeotia;exact;Mougeotia;;;248137;exact;urn:lsid:marinespecies.org:taxname:248137;7055;Mougeotia;C.Agardh, 1824;Checked by Taxonomic Editor;accepted;248137;Mougeotia;C.Agardh, 1824;Plantae;Charophyta;Conjugatophyceae;Zygnematales;Zygnemataceae;Mougeotia;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mougeotia C.Agardh, 1824. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=248137 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Myrionecta rubra;exact;Myrionecta rubra;;;292896;exact;urn:lsid:marinespecies.org:taxname:292896;;Myrionecta rubra;Lohmann, 1908;Checked by Taxonomic Editor;unaccepted;232069;Mesodinium rubrum;(Lohmann, 1908);Chromista;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Myrionecta;;rubra;;1;0;0;0;Warren, A. (2020). World Ciliophora Database. Myrionecta rubra Lohmann, 1908. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=292896 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Navicula distans;exact;Navicula distans;;;149143;exact;urn:lsid:marinespecies.org:taxname:149143;3670;Navicula distans;(W.Smith) Ralfs, 1861;Edited by Database Management Team;alternate representation;156568;Pinnularia distans;W.Smith, 1853;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;;distans;;1;1;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Navicula distans (W.Smith) Ralfs, 1861. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149143 on 2020-06-10;;
Navicula reinhardtii;exact;Navicula reinhardtii;;;609902;exact;urn:lsid:marinespecies.org:taxname:609902;591352;Navicula reinhardtii;(Grunow) Grunow in Van Heurck, 1880;Edited by Database Management Team;accepted;609902;Navicula reinhardtii;(Grunow) Grunow in Van Heurck, 1880;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;;reinhardtii;;0;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Navicula reinhardtii (Grunow) Grunow in Van Heurck, 1880. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=609902 on 2020-06-10;;
Nematodinium armatum;exact;Nematodinium armatum;;;109907;exact;urn:lsid:marinespecies.org:taxname:109907;10129;Nematodinium armatum;(Dogiel) Kofoid & Swezy, 1921;Checked by Taxonomic Editor;accepted;109907;Nematodinium armatum;(Dogiel) Kofoid & Swezy, 1921;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Warnowiaceae;Nematodinium;;armatum;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nematodinium armatum (Dogiel) Kofoid & Swezy, 1921. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109907 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Nematopsides vigilans;exact;Nematopsides vigilans;;;547527;exact;urn:lsid:marinespecies.org:taxname:547527;;Nematopsides vigilans;(Marshall) Greuet, 1973;Checked by Taxonomic Editor;accepted;547527;Nematopsides vigilans;(Marshall) Greuet, 1973;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Warnowiaceae;Nematopsides;;vigilans;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nematopsides vigilans (Marshall) Greuet, 1973. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=547527 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Neocalyptrella robusta;exact;Neocalyptrella robusta;;;345491;exact;urn:lsid:marinespecies.org:taxname:345491;;Neocalyptrella robusta;(G.Norman ex Ralfs) Hernández-Becerril & Meave del Castillo, 1997;Edited by Database Management Team;alternate representation;978230;Rhizosolenia robusta var. robusta;Norman ex Ralfs in Pritchard, 1861;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Neocalyptrella;;robusta;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Neocalyptrella robusta (G.Norman ex Ralfs) Hernández-Becerril & Meave del Castillo, 1997. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=345491 on 2020-06-10;;
Nephrocytium;exact;Nephrocytium;;;578354;exact;urn:lsid:marinespecies.org:taxname:578354;5964;Nephrocytium;Nägeli, 1849;Checked by Taxonomic Editor;accepted;578354;Nephrocytium;Nägeli, 1849;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Nephrocytium;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nephrocytium Nägeli, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=578354 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Nephroselmis;exact;Nephroselmis;;;134524;exact;urn:lsid:marinespecies.org:taxname:134524;9521;Nephroselmis;F.Stein, 1878;Checked by Taxonomic Editor;accepted;134524;Nephroselmis;F.Stein, 1878;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nephroselmis F.Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=134524 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Nephroselmis olivacea;exact;Nephroselmis olivacea;;;375678;exact;urn:lsid:marinespecies.org:taxname:375678;180796;Nephroselmis olivacea;Stein, 1878;Checked by Taxonomic Editor;accepted;375678;Nephroselmis olivacea;Stein, 1878;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;;olivacea;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Nephroselmis olivacea Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=375678 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Nitzschia bilobata;exact;Nitzschia bilobata;;;149587;exact;urn:lsid:marinespecies.org:taxname:149587;5073;Nitzschia bilobata;W.Smith, 1853;Edited by Database Management Team;accepted;149587;Nitzschia bilobata;W.Smith, 1853;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;;bilobata;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Nitzschia bilobata W.Smith, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149587 on 2020-06-10;;
Nitzschia fruticosa;exact;Nitzschia fruticosa;;;149602;exact;urn:lsid:marinespecies.org:taxname:149602;;Nitzschia fruticosa;Hustedt, 1957;Edited by Database Management Team;uncertain;149602;Nitzschia fruticosa;Hustedt, 1957;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;;fruticosa;;0;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Nitzschia fruticosa Hustedt, 1957. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149602 on 2020-06-10;;
Nitzschia longissima;exact;Nitzschia longissima;;;149150;exact;urn:lsid:marinespecies.org:taxname:149150;5080;Nitzschia longissima;(Brébisson) Ralfs, 1861;Edited by Database Management Team;accepted;149150;Nitzschia longissima;(Brébisson) Ralfs, 1861;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;;longissima;;1;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Nitzschia longissima (Brébisson) Ralfs, 1861. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149150 on 2020-06-10;;
